,Partners,date,DairyEggHoney,Cereal,Fish,FruitNut,LiveAnimal,Meat,Vegetables,TotalBalance,Rate Per Million
4521,Russian Federation,5/1/2021,-212373.0,250146.0,148429.0,-422550.0,-6997.0,-21526.0,-164037.0,-384591,0.0
4522,Czech Republic,5/1/2021,17391.0,52331.0,-8586.0,-69286.0,24395.0,-95134.0,-58136.0,-92708,0.0
4523,"Bolivia, Plurinational State of",5/1/2021,1037.0,4491.0,-571.0,17361.0,-1228.0,7384.0,570.0,73361,0.0
4524,"Taipei, Chinese",5/1/2021,-77520.0,-156593.0,48624.0,-60551.0,380.0,-121206.0,-9700.0,-332249,0.0
4525,"Korea, Republic of",5/1/2021,-110809.0,-446324.0,-273839.0,-194852.0,-3377.0,-491965.0,-49920.0,-1526769,0.0
4536,United States of America,6/1/2021,236663.0,2535864.0,-2011874.0,-530609.0,-131504.0,631181.0,-620558.0,153511,0.0
4537,Russian Federation,6/1/2021,-198700.0,487594.0,306217.0,-543221.0,-15915.0,-28384.0,-161062.0,-109123,0.0
4538,Czech Republic,6/1/2021,19034.0,52358.0,-11026.0,-74943.0,21901.0,-102164.0,-50089.0,-100581,0.0
4539,"Bolivia, Plurinational State of",6/1/2021,356.0,6476.0,-639.0,16029.0,-836.0,6498.0,441.0,72673,0.0
4540,"Taipei, Chinese",6/1/2021,-62193.0,-129086.0,56827.0,-50553.0,200.0,-151862.0,-16813.0,-309132,0.0
4541,"Korea, Republic of",6/1/2021,-104983.0,-400586.0,-261426.0,-179786.0,-4485.0,-508457.0,-49404.0,-1464779,0.0
4552,United States of America,7/1/2021,271505.0,2349671.0,-1649102.0,-296231.0,-143092.0,828320.0,-609240.0,796209,0.0
4553,Russian Federation,7/1/2021,-205196.0,473025.0,277762.0,-407191.0,-13870.0,-25438.0,-34989.0,108481,0.0
4554,Czech Republic,7/1/2021,15580.0,30911.0,-8051.0,-62978.0,21847.0,-88719.0,-41599.0,-88631,0.0
4555,"Bolivia, Plurinational State of",7/1/2021,3448.0,6620.0,-609.0,18619.0,-1055.0,5400.0,1713.0,78514,0.0
4556,"Taipei, Chinese",7/1/2021,-59457.0,-158448.0,46191.0,-82321.0,-179.0,-150611.0,-22087.0,-382534,0.0
4557,"Korea, Republic of",7/1/2021,-131386.0,-433820.0,-212708.0,-150449.0,-4511.0,-495600.0,-43259.0,-1427355,0.0
4568,United States of America,8/1/2021,269968.0,1869922.0,-1612150.0,-461788.0,-172574.0,795612.0,-640939.0,92460,0.0
4569,Russian Federation,8/1/2021,-215924.0,1199223.0,250681.0,-317246.0,-15479.0,-17258.0,33340.0,961746,0.0
4570,Czech Republic,8/1/2021,19572.0,49297.0,-8640.0,-58243.0,28520.0,-91289.0,-31547.0,-47921,0.0
4571,"Bolivia, Plurinational State of",8/1/2021,1799.0,5203.0,-538.0,21860.0,-1015.0,14513.0,1793.0,88024,0.0
4572,"Taipei, Chinese",8/1/2021,-77859.0,-162348.0,46619.0,-93690.0,430.0,-154853.0,-27292.0,-424584,0.0
4573,"Korea, Republic of",8/1/2021,-120844.0,-395821.0,-233985.0,-107704.0,-4868.0,-552244.0,-41436.0,-1412493,0.0
4598,France,9/1/2021,223182.0,525955.0,-373455.0,-399266.0,190243.0,-130261.0,-88367.0,-7529,3791.0
4599,Spain,9/1/2021,-25170.0,-279591.0,-380985.0,431001.0,-5678.0,689704.0,304429.0,778150,2488.0
4601,Canada,9/1/2021,-37645.0,524788.0,156681.0,-330575.0,108061.0,460917.0,459302.0,1385969,1135.0
4602,Brazil,9/1/2021,-15530.0,327496.0,-53740.0,49210.0,24787.0,2050705.0,-1317.0,2426051,1618.0
4605,United States of America,9/1/2021,239282.0,1451910.0,-1235443.0,-487179.0,-181960.0,727343.0,-656812.0,-98419,0.0
4606,Australia,9/1/2021,124627.0,608374.0,22595.0,112005.0,71737.0,988958.0,94104.0,2066840,583.0
4608,Ireland,9/1/2021,319133.0,-23720.0,27085.0,-41690.0,66469.0,307522.0,-15695.0,683544,4987.0
4609,Turkey,9/1/2021,68575.0,-589020.0,86408.0,399628.0,-33201.0,77192.0,82132.0,136154,3220.0
4610,Argentina,9/1/2021,116187.0,1249576.0,220074.0,10820.0,-2612.0,351500.0,63981.0,2053966,1858.0
4611,Russian Federation,9/1/2021,-216253.0,1070283.0,396239.0,-360103.0,-13382.0,-46819.0,63056.0,937461,0.0
4612,New Zealand,9/1/2021,651177.0,-30937.0,107866.0,203345.0,15402.0,354611.0,7683.0,1353587,138.0
4613,Thailand,9/1/2021,-36899.0,248277.0,-91304.0,226801.0,16605.0,61718.0,37165.0,506803,3502.0
4614,United Kingdom,9/1/2021,-227477.0,-78487.0,-121097.0,-493911.0,28726.0,-321293.0,-268010.0,-1437109,6905.0
4616,Lithuania,9/1/2021,33526.0,131976.0,-10817.0,-14707.0,2621.0,-2547.0,10250.0,194742,3019.0
4617,Czech Republic,9/1/2021,11464.0,65756.0,-5625.0,-60243.0,28705.0,-92774.0,-32235.0,-40512,0.0
4618,Costa Rica,9/1/2021,5444.0,-33114.0,666.0,158768.0,-1507.0,5802.0,9800.0,190299,5896.0
4621,Malaysia,9/1/2021,-33101.0,-184836.0,-24148.0,-30823.0,15195.0,-54646.0,-65842.0,-333761,9107.0
4622,Madagascar,9/1/2021,-2669.0,-16022.0,0.0,-36.0,-46.0,-7.0,6998.0,32658,1.0
4623,Portugal,9/1/2021,-1757.0,-86715.0,-82793.0,-2258.0,9614.0,-87307.0,2165.0,-204611,2943.0
4625,Paraguay,9/1/2021,-1201.0,69257.0,-266.0,576.0,-1036.0,128416.0,-1483.0,238703,193.0
4626,Serbia,9/1/2021,463.0,63199.0,-4269.0,79542.0,2429.0,-10393.0,5929.0,181340,4361.0
4627,Georgia,9/1/2021,-6373.0,-10896.0,-2044.0,27967.0,5995.0,-9136.0,-61.0,49892,14403.0
4629,South Africa,9/1/2021,5688.0,-33502.0,15245.0,539889.0,-12377.0,-17313.0,2639.0,544709,2469.0
4632,Germany,9/1/2021,73498.0,-74961.0,-224009.0,-839587.0,-7511.0,31395.0,-411079.0,-1407814,1593.0
4635,"Bolivia, Plurinational State of",9/1/2021,634.0,5391.0,-479.0,16311.0,-1333.0,7861.0,938.0,73763,0.0
4641,Iceland,9/1/2021,-705.0,-2464.0,179306.0,-5487.0,1869.0,-2328.0,-2525.0,212106,3041.0
4642,Barbados,9/1/2021,-3552.0,-644.0,-1132.0,-1961.0,68.0,-3228.0,-1457.0,32534,1661.0
4643,Chile,9/1/2021,-28526.0,-114384.0,465694.0,299851.0,-250.0,-121817.0,-9517.0,535491,432.0
4644,El Salvador,9/1/2021,-19769.0,-52731.0,-858.0,-11582.0,136.0,-19914.0,-9761.0,-70039,603.0
4648,Bosnia and Herzegovina,9/1/2021,-4122.0,-11347.0,-1427.0,3136.0,-4036.0,-15894.0,-4712.0,6038,1989.0
4655,"Taipei, Chinese",9/1/2021,-36609.0,-148544.0,6239.0,-81746.0,-462.0,-152495.0,-31007.0,-400184,0.0
4656,Greece,9/1/2021,-17798.0,-16956.0,44130.0,43460.0,-7706.0,-115501.0,-18457.0,-44388,4209.0
4660,Norway,9/1/2021,-10786.0,-13240.0,1264502.0,-58135.0,-678.0,-13836.0,-31610.0,1180657,2825.0
4663,Switzerland,9/1/2021,16556.0,-22687.0,-53399.0,-113792.0,-1045.0,-61673.0,-45215.0,-236815,4070.0
4666,"Korea, Republic of",9/1/2021,-103896.0,-443436.0,-255487.0,-85081.0,-4592.0,-533587.0,-48375.0,-1430014,0.0
4669,Japan,9/1/2021,-129279.0,-810642.0,-703810.0,-246148.0,-13729.0,-925135.0,-187324.0,-2971627,2422.0
